id_meurtre,Victime,Maison,Quand1,Quand2,Quand,Lieu,Tueur,Comment,Technique,Raison,Hauteur,Size
  Death #498,Unsullied, House Targaryen, Season 5, Episode 4,43, Meereen, Son of the Harpy, Knife, Blade, Attacked during the Sons of the Harpy's revolt against Daenerys for her abolishment of slavery,,
  Death #499,Unsullied, House Targaryen, Season 5, Episode 4,43, Meereen, Son of the Harpy, Knife, Blade, Attacked during the Sons of the Harpy's revolt against Daenerys for her abolishment of slavery,,
  Death #500,Son of the Harpy, Sons of the Harpy  Great Masters, Season 5, Episode 4,43, Meereen, Grey Worm, Spear, Spear, Attacked during the Sons of the Harpy's revolt against Daenerys for her abolishment of slavery,,
  Death #501,Son of the Harpy, Sons of the Harpy  Great Masters, Season 5, Episode 4,43, Meereen, Grey Worm, Spear, Spear, Attacked during the Sons of the Harpy's revolt against Daenerys for her abolishment of slavery,,
  Death #502,Son of the Harpy, Sons of the Harpy  Great Masters, Season 5, Episode 4,43, Meereen, Barristan Selmy, Sword, Blade, Attacked during the Sons of the Harpy's revolt against Daenerys for her abolishment of slavery,,
  Death #503,Son of the Harpy, Sons of the Harpy  Great Masters, Season 5, Episode 4,43, Meereen, Barristan Selmy, Sword, Blade, Attacked during the Sons of the Harpy's revolt against Daenerys for her abolishment of slavery,,
  Death #504,Son of the Harpy, Sons of the Harpy  Great Masters, Season 5, Episode 4,43, Meereen, Barristan Selmy, Sword, Blade, Attacked during the Sons of the Harpy's revolt against Daenerys for her abolishment of slavery,,
  Death #505,Son of the Harpy, Sons of the Harpy  Great Masters, Season 5, Episode 4,43, Meereen, Barristan Selmy, Sword, Blade, Attacked during the Sons of the Harpy's revolt against Daenerys for her abolishment of slavery,,
  Death #506,Son of the Harpy, Sons of the Harpy  Great Masters, Season 5, Episode 4,43, Meereen, Barristan Selmy, Sword, Blade, Attacked during the Sons of the Harpy's revolt against Daenerys for her abolishment of slavery,,
  Death #507,Son of the Harpy, Sons of the Harpy  Great Masters, Season 5, Episode 4,43, Meereen, Barristan Selmy, Sword, Blade, Attacked during the Sons of the Harpy's revolt against Daenerys for her abolishment of slavery,,
  Death #508,Son of the Harpy, Sons of the Harpy  Great Masters, Season 5, Episode 4,43, Meereen, Barristan Selmy, Sword, Blade, Attacked during the Sons of the Harpy's revolt against Daenerys for her abolishment of slavery,,
  Death #509,Son of the Harpy, Sons of the Harpy  Great Masters, Season 5, Episode 4,43, Meereen, Barristan Selmy, Sword, Blade, Attacked during the Sons of the Harpy's revolt against Daenerys for her abolishment of slavery,,
  Death #510,Son of the Harpy, Sons of the Harpy  Great Masters, Season 5, Episode 4,43, Meereen, Grey Worm, Spear, Spear, Attacked during the Sons of the Harpy's revolt against Daenerys for her abolishment of slavery,,
  Death #511,Son of the Harpy, Sons of the Harpy  Great Masters, Season 5, Episode 4,43, Meereen, Barristan Selmy, Sword, Blade, Attacked during the Sons of the Harpy's revolt against Daenerys for her abolishment of slavery,,
  Death #512,Son of the Harpy, Sons of the Harpy  Great Masters, Season 5, Episode 4,43, Meereen, Barristan Selmy, Sword, Blade, Attacked during the Sons of the Harpy's revolt against Daenerys for her abolishment of slavery,,
  Death #513,Son of the Harpy, Sons of the Harpy  Great Masters, Season 5, Episode 4,43, Meereen, Barristan Selmy, Sword, Blade, Attacked during the Sons of the Harpy's revolt against Daenerys for her abolishment of slavery,,
  Death #514,Son of the Harpy, Sons of the Harpy  Great Masters, Season 5, Episode 4,43, Meereen, Barristan Selmy, Sword, Blade, Attacked during the Sons of the Harpy's revolt against Daenerys for her abolishment of slavery,,
  Death #515,Son of the Harpy, Sons of the Harpy  Great Masters, Season 5, Episode 4,43, Meereen, Barristan Selmy, Sword, Blade, Attacked during the Sons of the Harpy's revolt against Daenerys for her abolishment of slavery,,
  Death #516,Son of the Harpy, Sons of the Harpy  Great Masters, Season 5, Episode 4,43, Meereen, Barristan Selmy, Sword, Blade, Attacked during the Sons of the Harpy's revolt against Daenerys for her abolishment of slavery,,
  Death #517,Son of the Harpy, Sons of the Harpy  Great Masters, Season 5, Episode 4,43, Meereen, Barristan Selmy, Sword, Blade, Attacked during the Sons of the Harpy's revolt against Daenerys for her abolishment of slavery,,
  Death #518,Son of the Harpy, Sons of the Harpy  Great Masters, Season 5, Episode 4,43, Meereen, Grey Worm, Spear, Spear, Attacked during the Sons of the Harpy's revolt against Daenerys for her abolishment of slavery,,
  Death #519,Barristan Selmy, House Targaryen, Season 5, Episode 4,43, Meereen, Son of the Harpy, Knife, Blade, Attacked during the Sons of the Harpy's revolt against Daenerys for her abolishment of slavery,,
  Death #520,Meereen slave master, Great Masters, Season 5, Episode 5,44, Meereen, Rhaegal, Dragonfire, Animal, Killed as demonstration of Daenerys's power against the Sons of the Harpy,,
  Death #521,Stone Man, None, Season 5, Episode 5,44, Old Valyria, Jorah Mormont, Sword, Blade, Attacked Jorah and Tyrion,,
  Death #522,Ghita, None, Season 5, Episode 6,45, Braavos, Arya Stark, Poisoned water, Poison, Sought death from the House of Black and White after suffering from an illness,,
  Death #523,Maester Aemon Targaryen, Night's Watch, Season 5, Episode 7,46, Castle Black, None, Old Age, Other, Died of old age,,
  Death #524,Northern woman, House Stark, Season 5, Episode 7,46, Winterfell, Ramsay Bolton, Flaying, Other, Tried to help Sansa Stark escape Winterfell,,
  Death #525,Pit fighter, Smallfolk, Season 5, Episode 7,46, Meereen, Pit fighter, Knife, Blade, Killed while fighting in a Meereenese fighting pit,,
  Death #526,Pit fighter, Smallfolk, Season 5, Episode 7,46, Meereen, Pit fighter, Mace, Mace, Killed while fighting in a Meereenese fighting pit,,
  Death #527,Pit fighter, Smallfolk, Season 5, Episode 7,46, Meereen, Pit fighter, Rock, Bludgeon, Killed while fighting in a Meereenese fighting pit,,
  Death #528,Oyster, None, Season 5, Episode 8,47, Braavos, Arya Stark, Shucking, Blade, Killed for food,,
  Death #529,Lord of Bones, Free Folk, Season 5, Episode 8,47, Hardhome, Tormund, Club, Bludgeon, Mocked Tormund and refused to talk to him and Jon Snow,,
  Death #530,Wight, None, Season 5, Episode 8,47, Hardhome, Wildling, Arrow, Arrow, Killed during the Massacre at Hardhome,,
  Death #531,Wight, None, Season 5, Episode 8,47, Hardhome, Wildling, Arrow, Arrow, Killed during the Massacre at Hardhome,,
  Death #532,Wight, None, Season 5, Episode 8,47, Hardhome, Wildling, Arrow, Arrow, Killed during the Massacre at Hardhome,,
  Death #533,Wight, None, Season 5, Episode 8,47, Hardhome, Wildling, Arrow, Arrow, Killed during the Massacre at Hardhome,,
  Death #534,Wight, None, Season 5, Episode 8,47, Hardhome, Wildling, Arrow, Arrow, Killed during the Massacre at Hardhome,,
  Death #535,Wight, None, Season 5, Episode 8,47, Hardhome, Wildling, Arrow, Arrow, Killed during the Massacre at Hardhome,,
  Death #536,Wight, None, Season 5, Episode 8,47, Hardhome, Wildling, Arrow, Arrow, Killed during the Massacre at Hardhome,,
  Death #537,Wight, None, Season 5, Episode 8,47, Hardhome, Magnar Loboda, Foot, Crushing, Killed during the Massacre at Hardhome,,
  Death #538,Wight, None, Season 5, Episode 8,47, Hardhome, Wildling, Arrow, Arrow, Killed during the Massacre at Hardhome,,
  Death #539,Wight, None, Season 5, Episode 8,47, Hardhome, Wildling, Arrow, Arrow, Killed during the Massacre at Hardhome,,
  Death #540,Wildling, Free Folk, Season 5, Episode 8,47, Hardhome, Wight, Hands, Hands, Killed during the Massacre at Hardhome,,
  Death #541,Wight, None, Season 5, Episode 8,47, Hardhome, Wildling, Sword, Blade, Killed during the Massacre at Hardhome,,
  Death #542,Wildling, Free Folk, Season 5, Episode 8,47, Hardhome, Wight, Hands, Hands, Killed during the Massacre at Hardhome,,
  Death #543,Wight, None, Season 5, Episode 8,47, Hardhome, Wildling, Axe, Axe, Killed during the Massacre at Hardhome,,
  Death #544,Wildling, Free Folk, Season 5, Episode 8,47, Hardhome, Wight, Sword, Blade, Killed during the Massacre at Hardhome,,
  Death #545,Wildling, Free Folk, Season 5, Episode 8,47, Hardhome, Wight, Sword, Blade, Killed during the Massacre at Hardhome,,
  Death #546,Wildling, Free Folk, Season 5, Episode 8,47, Hardhome, Wight, Hands, Hands, Killed during the Massacre at Hardhome,,
  Death #547,Wildling, Free Folk, Season 5, Episode 8,47, Hardhome, Wight, Hands, Hands, Killed during the Massacre at Hardhome,,
  Death #548,Wildling, Free Folk, Season 5, Episode 8,47, Hardhome, Wight, Falling, Falling, Killed during the Massacre at Hardhome,,
  Death #549,Wildling, Free Folk, Season 5, Episode 8,47, Hardhome, Wight, Axe, Axe, Killed during the Massacre at Hardhome,,
  Death #550,Wildling, Free Folk, Season 5, Episode 8,47, Hardhome, Wight, Sword, Blade, Killed during the Massacre at Hardhome,,
  Death #551,Wildling, Free Folk, Season 5, Episode 8,47, Hardhome, Wight, Sword, Blade, Killed during the Massacre at Hardhome,,
  Death #552,Wight, None, Season 5, Episode 8,47, Hardhome, Tormund, Sword, Blade, Killed during the Massacre at Hardhome,,
  Death #553,Wildling, Free Folk, Season 5, Episode 8,47, Hardhome, Wight, Sword, Blade, Killed during the Massacre at Hardhome,,
  Death #554,Wildling, Free Folk, Season 5, Episode 8,47, Hardhome, Wight, Sword, Blade, Killed during the Massacre at Hardhome,,
  Death #555,Wildling, Free Folk, Season 5, Episode 8,47, Hardhome, Wight, Sword, Blade, Killed during the Massacre at Hardhome,,
  Death #556,Wildling, Free Folk, Season 5, Episode 8,47, Hardhome, Wight, Sword, Blade, Killed during the Massacre at Hardhome,,
  Death #557,Wight, None, Season 5, Episode 8,47, Hardhome, Magnar Loboda, Axe, Axe, Killed during the Massacre at Hardhome,,
  Death #558,Wight, None, Season 5, Episode 8,47, Hardhome, Karsi, Sword, Blade, Killed during the Massacre at Hardhome,,
  Death #559,Wight, None, Season 5, Episode 8,47, Hardhome, Karsi, Sword, Blade, Killed during the Massacre at Hardhome,,
  Death #560,Wight, None, Season 5, Episode 8,47, Hardhome, Karsi, Sword, Blade, Killed during the Massacre at Hardhome,,
  Death #561,Wight, None, Season 5, Episode 8,47, Hardhome, Magnar Loboda, Axe, Axe, Killed during the Massacre at Hardhome,,
  Death #562,Wight, None, Season 5, Episode 8,47, Hardhome, Tormund, Sword, Blade, Killed during the Massacre at Hardhome,,
  Death #563,Wildling, Free Folk, Season 5, Episode 8,47, Hardhome, Wight, Arrow, Arrow, Killed during the Massacre at Hardhome,,
  Death #564,Wildling, Free Folk, Season 5, Episode 8,47, Hardhome, Wight, Arrow, Arrow, Killed during the Massacre at Hardhome,,
  Death #565,Wight, None, Season 5, Episode 8,47, Hardhome, Jon Snow, Sword (Longclaw), Blade, Killed during the Massacre at Hardhome,,
  Death #566,Wildling, Free Folk, Season 5, Episode 8,47, Hardhome, Wight, Hands, Hands, Killed during the Massacre at Hardhome,,
  Death #567,Wight, None, Season 5, Episode 8,47, Hardhome, Wildling, Sword, Blade, Killed during the Massacre at Hardhome,,
  Death #568,Wight, None, Season 5, Episode 8,47, Hardhome, Jon Snow, Sword (Longclaw), Blade, Killed during the Massacre at Hardhome,,
  Death #569,Wight, None, Season 5, Episode 8,47, Hardhome, Wun Weg Wun Dar Wun, Giant's foot, Crushing, Killed during the Massacre at Hardhome,,
  Death #570,Wight, None, Season 5, Episode 8,47, Hardhome, Wun Weg Wun Dar Wun, Giant's foot, Crushing, Killed during the Massacre at Hardhome,,
  Death #571,Wight, None, Season 5, Episode 8,47, Hardhome, Wun Weg Wun Dar Wun, Hands, Hands, Killed during the Massacre at Hardhome,,
  Death #572,Wight, None, Season 5, Episode 8,47, Hardhome, Wun Weg Wun Dar Wun, Hands, Hands, Killed during the Massacre at Hardhome,,
  Death #573,Wight, None, Season 5, Episode 8,47, Hardhome, Wun Weg Wun Dar Wun, Giant's foot, Crushing, Killed during the Massacre at Hardhome,,
  Death #574,Wight, None, Season 5, Episode 8,47, Hardhome, Wun Weg Wun Dar Wun, Giant's foot, Crushing, Killed during the Massacre at Hardhome,,
  Death #575,Magnar Loboda, Free Folk, Season 5, Episode 8,47, Hardhome, White Walker, Spear, Spear, Killed during the Massacre at Hardhome,,
  Death #576,White Walker, None, Season 5, Episode 8,47, Hardhome, Jon Snow, Sword (Longclaw), Blade, Killed during the Massacre at Hardhome,,
  Death #577,Wight, None, Season 5, Episode 8,47, Hardhome, Tormund, Sword, Blade, Killed during the Massacre at Hardhome,,
  Death #578,Wight, None, Season 5, Episode 8,47, Hardhome, Tormund, Sword, Blade, Killed during the Massacre at Hardhome,,
  Death #579,Wight, None, Season 5, Episode 8,47, Hardhome, Tormund, Sword, Blade, Killed during the Massacre at Hardhome,,
  Death #580,Wight, None, Season 5, Episode 8,47, Hardhome, Karsi, Axe, Axe, Killed during the Massacre at Hardhome,,
  Death #581,Wight, None, Season 5, Episode 8,47, Hardhome, Karsi, Axe, Axe, Killed during the Massacre at Hardhome,,
  Death #582,Wight, None, Season 5, Episode 8,47, Hardhome, Karsi, Axe, Axe, Killed during the Massacre at Hardhome,,
  Death #583,Wight, None, Season 5, Episode 8,47, Hardhome, Karsi, Axe, Axe, Killed during the Massacre at Hardhome,,
  Death #584,Wight, None, Season 5, Episode 8,47, Hardhome, Karsi, Axe, Axe, Killed during the Massacre at Hardhome,,
  Death #585,Wight, None, Season 5, Episode 8,47, Hardhome, Karsi, Axe, Axe, Killed during the Massacre at Hardhome,,
  Death #586,Karsi, Free Folk, Season 5, Episode 8,47, Hardhome, Wight child, Hands, Hands, Killed during the Massacre at Hardhome,,
  Death #587,Wight, None, Season 5, Episode 8,47, Hardhome, Tormund, Sword, Blade, Killed during the Massacre at Hardhome,,
  Death #588,Wight, None, Season 5, Episode 8,47, Hardhome, Tormund, Sword, Blade, Killed during the Massacre at Hardhome,,
  Death #589,Wight, None, Season 5, Episode 8,47, Hardhome, Wun Weg Wun Dar Wun, Flaming log, Bludgeon, Killed during the Massacre at Hardhome,,
  Death #590,Wight, None, Season 5, Episode 8,47, Hardhome, Wun Weg Wun Dar Wun, Flaming log, Bludgeon, Killed during the Massacre at Hardhome,,
  Death #591,Wight, None, Season 5, Episode 8,47, Hardhome, Wun Weg Wun Dar Wun, Flaming log, Bludgeon, Killed during the Massacre at Hardhome,,
  Death #592,Wight, None, Season 5, Episode 8,47, Hardhome, Wun Weg Wun Dar Wun, Flaming log, Bludgeon, Killed during the Massacre at Hardhome,,
  Death #593,Wight, None, Season 5, Episode 8,47, Hardhome, Wun Weg Wun Dar Wun, Flaming log, Bludgeon, Killed during the Massacre at Hardhome,,
  Death #594,Wight, None, Season 5, Episode 8,47, Hardhome, Wun Weg Wun Dar Wun, Flaming log, Bludgeon, Killed during the Massacre at Hardhome,,
  Death #595,Wight, None, Season 5, Episode 8,47, Hardhome, Wun Weg Wun Dar Wun, Flaming log, Bludgeon, Killed during the Massacre at Hardhome,,
  Death #596,Wight, None, Season 5, Episode 8,47, Hardhome, Wun Weg Wun Dar Wun, Flaming log, Bludgeon, Killed during the Massacre at Hardhome,,
  Death #597,Wight, None, Season 5, Episode 8,47, Hardhome, Wun Weg Wun Dar Wun, Flaming log, Bludgeon, Killed during the Massacre at Hardhome,,
  Death #598,Wight, None, Season 5, Episode 8,47, Hardhome, Wun Weg Wun Dar Wun, Flaming log, Bludgeon, Killed during the Massacre at Hardhome,,
  Death #599,Wight, None, Season 5, Episode 8,47, Hardhome, Wun Weg Wun Dar Wun, Flaming log, Bludgeon, Killed during the Massacre at Hardhome,,
  Death #600,Wight, None, Season 5, Episode 8,47, Hardhome, Wun Weg Wun Dar Wun, Flaming log, Bludgeon, Killed during the Massacre at Hardhome,,
  Death #601,Wight, None, Season 5, Episode 8,47, Hardhome, Wun Weg Wun Dar Wun, Giant plank, Bludgeon, Killed during the Massacre at Hardhome,,
  Death #602,Wight, None, Season 5, Episode 8,47, Hardhome, Wun Weg Wun Dar Wun, Giant plank, Bludgeon, Killed during the Massacre at Hardhome,,
  Death #603,Wight, None, Season 5, Episode 8,47, Hardhome, Wun Weg Wun Dar Wun, Giant plank, Bludgeon, Killed during the Massacre at Hardhome,,
  Death #604,Wight, None, Season 5, Episode 8,47, Hardhome, Wun Weg Wun Dar Wun, Giant plank, Bludgeon, Killed during the Massacre at Hardhome,,
  Death #605,Wight, None, Season 5, Episode 8,47, Hardhome, Wun Weg Wun Dar Wun, Giant plank, Bludgeon, Killed during the Massacre at Hardhome,,
  Death #606,Wight, None, Season 5, Episode 8,47, Hardhome, Wun Weg Wun Dar Wun, Giant plank, Bludgeon, Killed during the Massacre at Hardhome,,
  Death #607,Wight, None, Season 5, Episode 8,47, Hardhome, Wun Weg Wun Dar Wun, Giant plank, Bludgeon, Killed during the Massacre at Hardhome,,
  Death #608,Wight, None, Season 5, Episode 8,47, Hardhome, Wun Weg Wun Dar Wun, Giant plank, Bludgeon, Killed during the Massacre at Hardhome,,
  Death #609,Wildling, Free Folk, Season 5, Episode 8,47, Hardhome, Wight, Sword, Blade, Killed during the Massacre at Hardhome,,
  Death #610,Wildling, Free Folk, Season 5, Episode 8,47, Hardhome, Wight, Hands, Hands, Killed during the Massacre at Hardhome,,
  Death #611,Wildling, Free Folk, Season 5, Episode 8,47, Hardhome, Wight, Sword, Blade, Killed during the Massacre at Hardhome,,
  Death #612,Wildling, Free Folk, Season 5, Episode 8,47, Hardhome, Wight, Hands, Hands, Killed during the Massacre at Hardhome,,
  Death #613,Wildling, Free Folk, Season 5, Episode 8,47, Hardhome, Wight, Sword, Blade, Killed during the Massacre at Hardhome,,
  Death #614,Wildling, Free Folk, Season 5, Episode 8,47, Hardhome, Wight, Sword, Blade, Killed during the Massacre at Hardhome,,
  Death #615,Wildling, Free Folk, Season 5, Episode 8,47, Hardhome, Wight, Sword, Blade, Killed during the Massacre at Hardhome,,
  Death #616,Wildling, Free Folk, Season 5, Episode 8,47, Hardhome, Wight, Sword, Blade, Killed during the Massacre at Hardhome,,
  Death #617,Wildling, Free Folk, Season 5, Episode 8,47, Hardhome, Wight, Sword, Blade, Killed during the Massacre at Hardhome,,
  Death #618,Wildling, Free Folk, Season 5, Episode 8,47, Hardhome, Wight, Axe, Axe, Killed during the Massacre at Hardhome,,
  Death #619,Wildling, Free Folk, Season 5, Episode 8,47, Hardhome, Wight, Axe, Axe, Killed during the Massacre at Hardhome,,
  Death #620,Wildling, Free Folk, Season 5, Episode 8,47, Hardhome, Wight, Axe, Axe, Killed during the Massacre at Hardhome,,
  Death #621,Wildling, Free Folk, Season 5, Episode 8,47, Hardhome, White Walker, Sword, Blade, Killed during the Massacre at Hardhome,,
  Death #622,Wildling, Free Folk, Season 5, Episode 8,47, Hardhome, Wight, Sword, Blade, Killed during the Massacre at Hardhome,,
  Death #623,Wildling, Free Folk, Season 5, Episode 8,47, Hardhome, Wight, Axe, Axe, Killed during the Massacre at Hardhome,,
  Death #624,Wildling, Free Folk, Season 5, Episode 8,47, Hardhome, Wight, Axe, Axe, Killed during the Massacre at Hardhome,,
  Death #625,Wildling, Free Folk, Season 5, Episode 8,47, Hardhome, Wight, Axe, Axe, Killed during the Massacre at Hardhome,,
  Death #626,Wildling, Free Folk, Season 5, Episode 8,47, Hardhome, Wight, Sword, Blade, Killed during the Massacre at Hardhome,,
  Death #627,Wildling, Free Folk, Season 5, Episode 8,47, Hardhome, Wight, Sword, Blade, Killed during the Massacre at Hardhome,,
  Death #628,Horse, None, Season 5, Episode 9,48, The North, Bolton soldier, Fire, Fire/Burning, Killed during Ramsay Bolton's attack on Stannis Baratheon's camp,,
  Death #629,Clam, None, Season 5, Episode 9,48, Braavos, Arya Stark, Shucking, Blade, Killed for food,,
  Death #630,Braavosi man, None, Season 5, Episode 9,48, Braavos, Jaqen H'ghar, Poisoned water, Poison, Sought death from the House of Black and White,,
  Death #631,Shireen Baratheon, House Baratheon of Dragonstone, Season 5, Episode 9,48, The North, Melisandre, Fire, Fire/Burning," Burned alive as a sacrifice to the Lord of Light to ""ensure"" Stannis Baratheon's victory against the Boltons",,
  Death #632,Pit fighter, None, Season 5, Episode 9,48, Meereen, Pit fighter, Sword, Blade, Killed during Meereen's Great Games,,
  Death #633,Dothraki pit fighter, None, Season 5, Episode 9,48, Meereen, Water dancer pit fighter, Sword, Blade, Killed during Meereen's Great Games,,
  Death #634,Norvoshi pit fighter, None, Season 5, Episode 9,48, Meereen, Jorah Mormont, Knife, Blade, Killed during Meereen's Great Games,,
  Death #635,Pit fighter, None, Season 5, Episode 9,48, Meereen, Meereenese champion pit fighter, Spear, Spear, Killed during Meereen's Great Games,,
  Death #636,Water dancer pit fighter, None, Season 5, Episode 9,48, Meereen, Meereenese champion pit fighter, Spear, Spear, Killed during Meereen's Great Games,,
  Death #637,Meereen champion pit fighter, None, Season 5, Episode 9,48, Meereen, Jorah Mormont, Sword, Blade, Killed during Meereen's Great Games,,
  Death #638,Son of the Harpy, Sons of the Harpy  Great Masters, Season 5, Episode 9,48, Meereen, Jorah Mormont, Spear, Spear, Killed during the attack on Daenerys during Meereen's Great Games,,
  Death #639,Meereen citizen, None, Season 5, Episode 9,48, Meereen, Son of the Harpy, Knife, Blade, Killed during the attack on Daenerys during Meereen's Great Games,,
  Death #640,Meereen citizen, None, Season 5, Episode 9,48, Meereen, Son of the Harpy, Knife, Blade, Killed during the attack on Daenerys during Meereen's Great Games,,
  Death #641,Meereen citizen, None, Season 5, Episode 9,48, Meereen, Son of the Harpy, Knife, Blade, Killed during the attack on Daenerys during Meereen's Great Games,,
  Death #642,Meereen citizen, None, Season 5, Episode 9,48, Meereen, Son of the Harpy, Knife, Blade, Killed during the attack on Daenerys during Meereen's Great Games,,
  Death #643,Meereen citizen, None, Season 5, Episode 9,48, Meereen, Son of the Harpy, Knife, Blade, Killed during the attack on Daenerys during Meereen's Great Games,,
  Death #644,Son of the Harpy, Sons of the Harpy  Great Masters, Season 5, Episode 9,48, Meereen, Daario Naharis, Arakh, Blade, Killed during the attack on Daenerys during Meereen's Great Games,,
  Death #645,Son of the Harpy, Sons of the Harpy  Great Masters, Season 5, Episode 9,48, Meereen, Unsullied, Spear, Spear, Killed during the attack on Daenerys during Meereen's Great Games,,
  Death #646,Unsullied, House Targaryen, Season 5, Episode 9,48, Meereen, Son of the Harpy, Knife, Blade, Killed during the attack on Daenerys during Meereen's Great Games,,
  Death #647,Unsullied, House Targaryen, Season 5, Episode 9,48, Meereen, Son of the Harpy, Knife, Blade, Killed during the attack on Daenerys during Meereen's Great Games,,
  Death #648,Son of the Harpy, Sons of the Harpy  Great Masters, Season 5, Episode 9,48, Meereen, Daario Naharis, Arakh, Blade, Killed during the attack on Daenerys during Meereen's Great Games,,
  Death #649,Hizdahr zo Loraq, House Targaryen, Season 5, Episode 9,48, Meereen, Son of the Harpy, Knife, Blade, Killed during the attack on Daenerys during Meereen's Great Games,,
  Death #650,Son of the Harpy, Sons of the Harpy  Great Masters, Season 5, Episode 9,48, Meereen, Daario Naharis, Arakh, Blade, Killed during the attack on Daenerys during Meereen's Great Games,,
  Death #651,Son of the Harpy, Sons of the Harpy  Great Masters, Season 5, Episode 9,48, Meereen, Jorah Mormont, Knife, Blade, Killed during the attack on Daenerys during Meereen's Great Games,,
  Death #652,Son of the Harpy, Sons of the Harpy  Great Masters, Season 5, Episode 9,48, Meereen, Tyrion Lannister, Knife, Blade, Killed during the attack on Daenerys during Meereen's Great Games,,
  Death #653,Son of the Harpy, Sons of the Harpy  Great Masters, Season 5, Episode 9,48, Meereen, Unsullied, Spear, Spear, Killed during the attack on Daenerys during Meereen's Great Games,,
  Death #654,Unsullied, House Targaryen, Season 5, Episode 9,48, Meereen, Son of the Harpy, Knife, Blade, Killed during the attack on Daenerys during Meereen's Great Games,,
  Death #655,Son of the Harpy, Sons of the Harpy  Great Masters, Season 5, Episode 9,48, Meereen, Jorah Mormont, Sword, Blade, Killed during the attack on Daenerys during Meereen's Great Games,,
  Death #656,Unsullied, House Targaryen, Season 5, Episode 9,48, Meereen, Son of the Harpy, Knife, Blade, Killed during the attack on Daenerys during Meereen's Great Games,,
  Death #657,Son of the Harpy, Sons of the Harpy  Great Masters, Season 5, Episode 9,48, Meereen, Unsullied, Spear, Spear, Killed during the attack on Daenerys during Meereen's Great Games,,
  Death #658,Unsullied, House Targaryen, Season 5, Episode 9,48, Meereen, Son of the Harpy, Sword, Blade, Killed during the attack on Daenerys during Meereen's Great Games,,
  Death #659,Son of the Harpy, Sons of the Harpy  Great Masters, Season 5, Episode 9,48, Meereen, Unsullied, Spear, Spear, Killed during the attack on Daenerys during Meereen's Great Games,,
  Death #660,Son of the Harpy, Sons of the Harpy  Great Masters, Season 5, Episode 9,48, Meereen, Unsullied, Spear, Spear, Killed during the attack on Daenerys during Meereen's Great Games,,
  Death #661,Son of the Harpy, Sons of the Harpy  Great Masters, Season 5, Episode 9,48, Meereen, Jorah Mormont, Sword, Blade, Killed during the attack on Daenerys during Meereen's Great Games,,
  Death #662,Son of the Harpy, Sons of the Harpy  Great Masters, Season 5, Episode 9,48, Meereen, Daario Naharis, Arakh, Blade, Killed during the attack on Daenerys during Meereen's Great Games,,
  Death #663,Unsullied, House Targaryen, Season 5, Episode 9,48, Meereen, Son of the Harpy, Knife, Blade, Killed during the attack on Daenerys during Meereen's Great Games,,
  Death #664,Son of the Harpy, Sons of the Harpy  Great Masters, Season 5, Episode 9,48, Meereen, Daario Naharis, Arakh, Blade, Killed during the attack on Daenerys during Meereen's Great Games,,
  Death #665,Son of the Harpy, Sons of the Harpy  Great Masters, Season 5, Episode 9,48, Meereen, Daario Naharis, Knife, Blade, Killed during the attack on Daenerys during Meereen's Great Games,,
  Death #666,Son of the Harpy, Sons of the Harpy  Great Masters, Season 5, Episode 9,48, Meereen, Daario Naharis, Knife, Blade, Killed during the attack on Daenerys during Meereen's Great Games,,
  Death #667,Son of the Harpy, Sons of the Harpy  Great Masters, Season 5, Episode 9,48, Meereen, Daario Naharis, Knife, Blade, Killed during the attack on Daenerys during Meereen's Great Games,,
  Death #668,Son of the Harpy, Sons of the Harpy  Great Masters, Season 5, Episode 9,48, Meereen, Unsullied, Spear, Spear, Killed during the attack on Daenerys during Meereen's Great Games,,
  Death #669,Son of the Harpy, Sons of the Harpy  Great Masters, Season 5, Episode 9,48, Meereen, Drogon, Dragon feet, Animal, Killed during the attack on Daenerys during Meereen's Great Games,,
  Death #670,Son of the Harpy, Sons of the Harpy  Great Masters, Season 5, Episode 9,48, Meereen, Drogon, Dragon feet, Animal, Killed during the attack on Daenerys during Meereen's Great Games,,
  Death #671,Son of the Harpy, Sons of the Harpy  Great Masters, Season 5, Episode 9,48, Meereen, Drogon, Dragon teeth, Animal, Killed during the attack on Daenerys during Meereen's Great Games,,
  Death #672,Son of the Harpy, Sons of the Harpy  Great Masters, Season 5, Episode 9,48, Meereen, Drogon, Dragonfire, Animal, Killed during the attack on Daenerys during Meereen's Great Games,,
  Death #673,Son of the Harpy, Sons of the Harpy  Great Masters, Season 5, Episode 9,48, Meereen, Drogon, Dragonfire, Animal, Killed during the attack on Daenerys during Meereen's Great Games,,
  Death #674,Son of the Harpy, Sons of the Harpy  Great Masters, Season 5, Episode 9,48, Meereen, Drogon, Dragonfire, Animal, Killed during the attack on Daenerys during Meereen's Great Games,,
  Death #675,Son of the Harpy, Sons of the Harpy  Great Masters, Season 5, Episode 9,48, Meereen, Drogon, Dragonfire, Animal, Killed during the attack on Daenerys during Meereen's Great Games,,
  Death #676,Son of the Harpy, Sons of the Harpy  Great Masters, Season 5, Episode 9,48, Meereen, Drogon, Dragonfire, Animal, Killed during the attack on Daenerys during Meereen's Great Games,,
  Death #677,Son of the Harpy, Sons of the Harpy  Great Masters, Season 5, Episode 9,48, Meereen, Drogon, Dragonfire, Animal, Killed during the attack on Daenerys during Meereen's Great Games,,
